0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.316831	-0.810962	-3.248979	-4.937359	-3.191341	3.079935	11.725986	17.631771	15.227715	2.127781	-18.177080	-36.511852	-41.714031	-26.511921	7.281290	47.337048	74.768211	72.491455	34.471100	
0.000000	-0.234672	-2.467990	-6.307467	-8.490690	-4.949010	5.743750	19.874979	29.151709	24.757738	3.125055	-29.871927	-59.352516	-67.426460	-42.601143	11.983267	76.379547	120.263023	116.349167	55.145969	
0.000000	-1.413880	-4.270285	-7.904001	-9.197449	-4.558981	6.887200	21.097939	29.838675	24.692518	2.590686	-30.295219	-59.180920	-66.629433	-41.697670	12.180017	75.261543	117.904274	113.666763	53.587154	
0.000000	-1.707259	-3.838717	-5.802402	-5.889811	-2.364931	4.870433	13.212276	17.905088	14.342425	1.109660	-17.973680	-34.363251	-38.235950	-23.625507	7.246114	43.026485	66.950172	64.238060	30.064074	
0.000000	0.607306	1.202102	1.600013	1.448256	0.451847	-1.305178	-3.179035	-4.121442	-3.182931	-0.144396	4.085983	7.623084	8.365561	5.089880	-1.652292	-9.371118	-14.462524	-13.795983	-6.398272	
0.000000	5.794889	10.721338	13.140154	10.853906	2.526429	-10.495023	-23.362581	-29.022726	-21.574734	-0.230276	28.409971	51.649551	55.822796	33.374905	-11.524468	-62.215637	-95.125885	-90.132812	-41.358250	
0.000000	11.595075	20.606268	23.889383	18.367908	3.038613	-18.786680	-38.870815	-46.431900	-33.231804	0.835593	44.895847	79.521896	84.583206	49.617695	-18.267797	-93.757347	-141.903931	-133.457535	-60.506699	
0.000000	13.768661	23.842258	26.587694	19.329782	2.114491	-20.669172	-40.323643	-46.513706	-32.100399	1.952487	44.460087	76.781303	80.355133	46.205959	-18.142876	-88.569519	-132.627594	-123.741768	-55.369564	
0.000000	8.366635	14.233469	15.433620	10.738546	0.678474	-11.894313	-22.134623	-24.764050	-16.517717	1.576281	23.422932	39.492352	40.674961	22.916317	-9.583722	-44.578686	-66.027023	-61.091881	-26.955511	
0.000000	-5.332817	-8.958316	-9.513622	-6.393498	-0.160864	7.283286	13.047710	14.216697	9.189880	-1.179300	-13.320133	-21.963404	-22.274227	-12.295196	5.463236	24.275240	35.561852	32.624218	14.184898	
0.000000	-22.989672	-38.260254	-39.993965	-26.141596	0.161735	30.459599	52.908363	56.351376	35.402969	-5.633718	-52.354843	-84.579918	-84.525024	-45.725716	21.519772	91.617226	132.765350	120.756226	51.715656	
0.000000	-35.987831	-59.469055	-61.404419	-39.246475	1.261721	46.574417	78.883408	82.390381	50.449509	-9.467322	-75.979218	-120.485329	-118.754471	-62.995079	31.290394	128.047363	183.605972	165.579346	69.828514	
0.000000	-35.116245	-57.709740	-59.011303	-37.032997	1.991458	44.612091	74.003586	76.006363	45.481022	-9.726794	-69.633598	-108.584869	-105.655899	-54.998642	28.725986	113.359879	160.898041	143.890244	59.749405	
0.000000	-15.743105	-25.759243	-26.135159	-16.155704	1.161711	19.705124	32.126606	32.522491	19.064608	-4.533530	-29.624147	-45.503082	-43.751389	-22.367989	12.239284	46.722809	65.673965	58.255066	23.819731	
0.000000	18.133135	29.565483	29.806446	18.195169	-1.586818	-22.423676	-36.032413	-36.024059	-20.733109	5.381691	32.647476	49.472347	47.049023	23.646753	-13.506326	-50.025341	-69.669762	-61.315056	-24.691652	
0.000000	53.541927	87.047058	87.296227	52.730251	-5.284307	-65.553444	-104.054375	-102.911736	-58.267635	16.275585	92.849594	139.002075	130.869919	64.724991	-38.457230	-138.583801	-191.330292	-167.119888	-66.300110	
0.000000	73.007286	118.410172	118.229050	70.779663	-7.880177	-88.645172	-139.248474	-136.430878	-76.125977	22.626392	122.606873	181.565079	169.375946	82.513344	-50.835190	-178.683884	-244.682755	-212.187286	-82.959663	
0.000000	62.532036	101.217705	100.689636	59.821556	-7.232600	-75.396027	-117.382095	-114.066963	-62.822643	19.690464	102.152206	149.806320	138.578201	66.562653	-42.393349	-145.684021	-197.972046	-170.509048	-65.726768	
0.000000	19.649363	31.751717	31.486818	18.584696	-2.400887	-23.550917	-36.384155	-35.103138	-19.108944	6.269721	31.339472	45.558891	41.821602	19.824841	-13.016593	-43.824497	-59.129417	-50.597931	-19.238918	
