0.000000	0.422500	1.690000	3.802500	6.759999	10.562500	15.210001	20.702501	27.040003	34.222504	42.250008	51.122509	60.840012	71.402512	82.810005	95.062500	108.159988	122.102486	136.889969	152.522461	
0.422500	0.845000	2.112500	4.225000	7.182499	10.985000	15.632501	21.125002	27.462503	34.645004	42.672504	51.545010	61.262512	71.825012	83.232506	95.485001	108.582489	122.524986	137.312469	152.944962	
1.690000	2.112500	3.380000	5.492500	8.450000	12.252500	16.900002	22.392502	28.730003	35.912506	43.940006	52.812508	62.530010	73.092514	84.500008	96.752502	109.849991	123.792480	138.579971	154.212463	
3.802500	4.225000	5.492500	7.605000	10.562499	14.365000	19.012501	24.505001	30.842503	38.025005	46.052505	54.925007	64.642509	75.205009	86.612503	98.864998	111.962494	125.904984	140.692474	156.324966	
6.759999	7.182499	8.450000	10.562499	13.519999	17.322500	21.969999	27.462502	33.800003	40.982506	49.010006	57.882507	67.600014	78.162514	89.570007	101.822502	114.919991	128.862488	143.649979	159.282455	
10.562500	10.985000	12.252500	14.365000	17.322500	21.125000	25.772501	31.265001	37.602505	44.785004	52.812508	61.685009	71.402512	81.965012	93.372505	105.625000	118.722488	132.664978	147.452469	163.084961	
15.210001	15.632501	16.900002	19.012501	21.969999	25.772501	30.420002	35.912502	42.250004	49.432507	57.460007	66.332512	76.050011	86.612511	98.020004	110.272499	123.369995	137.312485	152.099976	167.732468	
20.702501	21.125002	22.392502	24.505001	27.462502	31.265001	35.912502	41.405003	47.742504	54.925007	62.952507	71.825012	81.542511	92.105011	103.512512	115.764999	128.862488	142.804977	157.592468	173.224960	
27.040003	27.462503	28.730003	30.842503	33.800003	37.602505	42.250004	47.742504	54.080006	61.262508	69.290009	78.162514	87.880013	98.442513	109.850014	122.102501	135.199997	149.142487	163.929977	179.562469	
34.222504	34.645004	35.912506	38.025005	40.982506	44.785004	49.432507	54.925007	61.262508	68.445007	76.472511	85.345009	95.062515	105.625015	117.032509	129.285004	142.382492	156.324982	171.112473	186.744965	
42.250008	42.672504	43.940006	46.052505	49.010006	52.812508	57.460007	62.952507	69.290009	76.472511	84.500015	93.372513	103.090019	113.652519	125.060013	137.312500	150.410004	164.352493	179.139984	194.772461	
51.122509	51.545010	52.812508	54.925007	57.882507	61.685009	66.332512	71.825012	78.162514	85.345009	93.372513	102.245018	111.962517	122.525024	133.932510	146.185013	159.282501	173.224991	188.012482	203.644974	
60.840012	61.262512	62.530010	64.642509	67.600014	71.402512	76.050011	81.542511	87.880013	95.062515	103.090019	111.962517	121.680023	132.242523	143.650024	155.902512	169.000000	182.942490	197.729980	213.362473	
71.402512	71.825012	73.092514	75.205009	78.162514	81.965012	86.612511	92.105011	98.442513	105.625015	113.652519	122.525024	132.242523	142.805023	154.212524	166.465012	179.562500	193.504990	208.292480	223.924973	
82.810005	83.232506	84.500008	86.612503	89.570007	93.372505	98.020004	103.512512	109.850014	117.032509	125.060013	133.932510	143.650024	154.212524	165.620010	177.872513	190.970001	204.912491	219.699982	235.332474	
95.062500	95.485001	96.752502	98.864998	101.822502	105.625000	110.272499	115.764999	122.102501	129.285004	137.312500	146.185013	155.902512	166.465012	177.872513	190.125000	203.222488	217.164978	231.952469	247.584961	
108.159988	108.582489	109.849991	111.962494	114.919991	118.722488	123.369995	128.862488	135.199997	142.382492	150.410004	159.282501	169.000000	179.562500	190.970001	203.222488	216.319977	230.262482	245.049973	260.682465	
122.102486	122.524986	123.792480	125.904984	128.862488	132.664978	137.312485	142.804977	149.142487	156.324982	164.352493	173.224991	182.942490	193.504990	204.912491	217.164978	230.262482	244.204971	258.992462	274.624939	
136.889969	137.312469	138.579971	140.692474	143.649979	147.452469	152.099976	157.592468	163.929977	171.112473	179.139984	188.012482	197.729980	208.292480	219.699982	231.952469	245.049973	258.992462	273.779938	289.412445	
152.522461	152.944962	154.212463	156.324966	159.282455	163.084961	167.732468	173.224960	179.562469	186.744965	194.772461	203.644974	213.362473	223.924973	235.332474	247.584961	260.682465	274.624939	289.412445	305.044922	
